Campaign ,,,Campaign  Status,,Ad Group,Keyword,Criterion Type,Bid strategy type,Tracking template,Custom parameter,Ad type,Headline 1,Headline 1 position,Headline 2,Headline 2 position,Headline 3,Headline 3 position,Headline 4,Headline 4 position,Headline 5,Headline 5 position,Headline 6,Headline 6 position,Headline 7,Headline 7 position,Headline 8,Headline 8 position,Headline 9,Headline 9 position,Headline 10,Headline 10 position,Headline 11,Headline 11 position,Headline 12,Headline 12 position,Headline 13,Headline 13 position,Headline 14,Headline 14 position,Headline 15,Headline 15 position,Description 1,Description 1 position,Description 2,Description 2 position,Description 3,Description 3 position,Description 4,Description 4 position,Path 1,Path 2,Final URL
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG6: Box Truck & Medium Duty,box truck breakdown,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG6: Box Truck & Medium Duty,delivery truck towing,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG6: Box Truck & Medium Duty,commercial van towing,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG6: Box Truck & Medium Duty,medium duty towing,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG6: Box Truck & Medium Duty,sprinter van towing,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG6: Box Truck & Medium Duty,box truck towing San Francisco,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG6: Box Truck & Medium Duty,box truck towing Oakland,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG6: Box Truck & Medium Duty,box truck towing San Jose,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG6: Box Truck & Medium Duty,food truck towing,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG6: Box Truck & Medium Duty,cargo van towing,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG7: Accident Recovery — Light & Medium,,,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,Responsive search ad,Bay Area Towing in 15 Minutes,,Call Now — Live Dispatch 24/7,,Flatbed Tow — No Hidden Fees,,Luxury Car Towing Specialists,,Motorcycle Towing Bay Area,,EV & Tesla Towing — Flatbed,,Bay Area RV & Motorhome Towing,,Box Truck Towing — Medium Duty,,"50,000+ Tows — 4.9 Stars",,SF Bay Area Flatbed Towing,,Accident & Recovery Towing,,Private Property Towing,,CTTA Certified & Fully Insured,,Available Now — Towing Near Me,,"San Jose, Oakland & SF Towing",,Flatbed towing across 5 Bay Area counties. 15-min avg response. No hidden fees. Call now.,,"Licensed & insured. 4.9-star Google rating. 50,000+ tows. Live dispatcher answers 24/7.",,"Specialist towing for luxury cars, motorcycles, EVs & RVs. Right truck, every time.",,No jump-starts or lockouts — professional towing only. CTTA certified specialists.,,Towing,Bay-Area,https://www.heavytowpro.com/towing
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG7: Accident Recovery — Light & Medium,car accident towing,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG7: Accident Recovery — Light & Medium,accident tow truck near me,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG7: Accident Recovery — Light & Medium,towing after accident,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG7: Accident Recovery — Light & Medium,car crash towing,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG7: Accident Recovery — Light & Medium,accident recovery towing,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG7: Accident Recovery — Light & Medium,vehicle accident towing,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG7: Accident Recovery — Light & Medium,insurance towing,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG8: Location — San Francisco,,,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,Responsive search ad,Bay Area Towing in 15 Minutes,,Call Now — Live Dispatch 24/7,,Flatbed Tow — No Hidden Fees,,Luxury Car Towing Specialists,,Motorcycle Towing Bay Area,,EV & Tesla Towing — Flatbed,,Bay Area RV & Motorhome Towing,,Box Truck Towing — Medium Duty,,"50,000+ Tows — 4.9 Stars",,SF Bay Area Flatbed Towing,,Accident & Recovery Towing,,Private Property Towing,,CTTA Certified & Fully Insured,,Available Now — Towing Near Me,,"San Jose, Oakland & SF Towing",,Flatbed towing across 5 Bay Area counties. 15-min avg response. No hidden fees. Call now.,,"Licensed & insured. 4.9-star Google rating. 50,000+ tows. Live dispatcher answers 24/7.",,"Specialist towing for luxury cars, motorcycles, EVs & RVs. Right truck, every time.",,No jump-starts or lockouts — professional towing only. CTTA certified specialists.,,Towing,Bay-Area,https://www.heavytowpro.com/towing
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG8: Location — San Francisco,tow truck San Francisco,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG8: Location — San Francisco,towing San Francisco,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG8: Location — San Francisco,tow truck SF,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG8: Location — San Francisco,SF towing,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG8: Location — San Francisco,towing company San Francisco,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG8: Location — San Francisco,tow truck SOMA,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG8: Location — San Francisco,tow truck Mission District,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG8: Location — San Francisco,tow truck Financial District SF,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG8: Location — San Francisco,tow truck Richmond SF,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG8: Location — San Francisco,tow truck Sunset District,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG8: Location — San Francisco,towing Brisbane CA,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG9: Location — East Bay & Alameda County,,,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,Responsive search ad,Bay Area Towing in 15 Minutes,,Call Now — Live Dispatch 24/7,,Flatbed Tow — No Hidden Fees,,Luxury Car Towing Specialists,,Motorcycle Towing Bay Area,,EV & Tesla Towing — Flatbed,,Bay Area RV & Motorhome Towing,,Box Truck Towing — Medium Duty,,"50,000+ Tows — 4.9 Stars",,SF Bay Area Flatbed Towing,,Accident & Recovery Towing,,Private Property Towing,,CTTA Certified & Fully Insured,,Available Now — Towing Near Me,,"San Jose, Oakland & SF Towing",,Flatbed towing across 5 Bay Area counties. 15-min avg response. No hidden fees. Call now.,,"Licensed & insured. 4.9-star Google rating. 50,000+ tows. Live dispatcher answers 24/7.",,"Specialist towing for luxury cars, motorcycles, EVs & RVs. Right truck, every time.",,No jump-starts or lockouts — professional towing only. CTTA certified specialists.,,Towing,Bay-Area,https://www.heavytowpro.com/towing
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG9: Location — East Bay & Alameda County,tow truck Oakland,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG9: Location — East Bay & Alameda County,towing Oakland,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG9: Location — East Bay & Alameda County,tow truck Hayward,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG9: Location — East Bay & Alameda County,towing Hayward,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG9: Location — East Bay & Alameda County,tow truck Berkeley,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG9: Location — East Bay & Alameda County,towing Berkeley,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG9: Location — East Bay & Alameda County,tow truck Fremont,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG9: Location — East Bay & Alameda County,tow truck San Leandro,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG9: Location — East Bay & Alameda County,tow truck Livermore,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG9: Location — East Bay & Alameda County,towing East Bay,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG9: Location — East Bay & Alameda County,tow truck Pleasanton,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG9: Location — East Bay & Alameda County,tow truck Union City,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG10: Location — San Mateo & Peninsula,,,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,Responsive search ad,Bay Area Towing in 15 Minutes,,Call Now — Live Dispatch 24/7,,Flatbed Tow — No Hidden Fees,,Luxury Car Towing Specialists,,Motorcycle Towing Bay Area,,EV & Tesla Towing — Flatbed,,Bay Area RV & Motorhome Towing,,Box Truck Towing — Medium Duty,,"50,000+ Tows — 4.9 Stars",,SF Bay Area Flatbed Towing,,Accident & Recovery Towing,,Private Property Towing,,CTTA Certified & Fully Insured,,Available Now — Towing Near Me,,"San Jose, Oakland & SF Towing",,Flatbed towing across 5 Bay Area counties. 15-min avg response. No hidden fees. Call now.,,"Licensed & insured. 4.9-star Google rating. 50,000+ tows. Live dispatcher answers 24/7.",,"Specialist towing for luxury cars, motorcycles, EVs & RVs. Right truck, every time.",,No jump-starts or lockouts — professional towing only. CTTA certified specialists.,,Towing,Bay-Area,https://www.heavytowpro.com/towing
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG10: Location — San Mateo & Peninsula,tow truck San Mateo,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG10: Location — San Mateo & Peninsula,towing San Mateo,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG10: Location — San Mateo & Peninsula,tow truck Redwood City,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG10: Location — San Mateo & Peninsula,tow truck Daly City,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG10: Location — San Mateo & Peninsula,tow truck Burlingame,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG10: Location — San Mateo & Peninsula,tow truck Menlo Park,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG10: Location — San Mateo & Peninsula,tow truck South San Francisco,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG10: Location — San Mateo & Peninsula,towing Peninsula,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG10: Location — San Mateo & Peninsula,tow truck Millbrae,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG10: Location — San Mateo & Peninsula,tow truck Half Moon Bay,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG11: Location — South Bay & Santa Clara County,,,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,Responsive search ad,Bay Area Towing in 15 Minutes,,Call Now — Live Dispatch 24/7,,Flatbed Tow — No Hidden Fees,,Luxury Car Towing Specialists,,Motorcycle Towing Bay Area,,EV & Tesla Towing — Flatbed,,Bay Area RV & Motorhome Towing,,Box Truck Towing — Medium Duty,,"50,000+ Tows — 4.9 Stars",,SF Bay Area Flatbed Towing,,Accident & Recovery Towing,,Private Property Towing,,CTTA Certified & Fully Insured,,Available Now — Towing Near Me,,"San Jose, Oakland & SF Towing",,Flatbed towing across 5 Bay Area counties. 15-min avg response. No hidden fees. Call now.,,"Licensed & insured. 4.9-star Google rating. 50,000+ tows. Live dispatcher answers 24/7.",,"Specialist towing for luxury cars, motorcycles, EVs & RVs. Right truck, every time.",,No jump-starts or lockouts — professional towing only. CTTA certified specialists.,,Towing,Bay-Area,https://www.heavytowpro.com/towing
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG11: Location — South Bay & Santa Clara County,tow truck San Jose,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG11: Location — South Bay & Santa Clara County,towing San Jose,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG11: Location — South Bay & Santa Clara County,tow truck Santa Clara,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG11: Location — South Bay & Santa Clara County,tow truck Sunnyvale,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG11: Location — South Bay & Santa Clara County,tow truck Mountain View,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG11: Location — South Bay & Santa Clara County,tow truck Palo Alto,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG11: Location — South Bay & Santa Clara County,tow truck Cupertino,Exact,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG11: Location — South Bay & Santa Clara County,tow truck Milpitas,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG11: Location — South Bay & Santa Clara County,tow truck Campbell,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG11: Location — South Bay & Santa Clara County,towing South Bay,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG11: Location — South Bay & Santa Clara County,tow truck Silicon Valley,Phrase,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyTowPro - C1 Light & Medium Duty Towing,,,Paused,,AG12: Private Property & HOA Towing,,,Maximize clicks,{lpurl}?utm_source=google&utm_medium=cpc&utm_term={keyword}&utm_campaign={_campaignname},{_campaignname}=,Responsive search ad,Bay Area Towing in 15 Minutes,,Call Now — Live Dispatch 24/7,,Flatbed Tow — No Hidden Fees,,Luxury Car Towing Specialists,,Motorcycle Towing Bay Area,,EV & Tesla Towing — Flatbed,,Bay Area RV & Motorhome Towing,,Box Truck Towing — Medium Duty,,"50,000+ Tows — 4.9 Stars",,SF Bay Area Flatbed Towing,,Accident & Recovery Towing,,Private Property Towing,,CTTA Certified & Fully Insured,,Available Now — Towing Near Me,,"San Jose, Oakland & SF Towing",,Flatbed towing across 5 Bay Area counties. 15-min avg response. No hidden fees. Call now.,,"Licensed & insured. 4.9-star Google rating. 50,000+ tows. Live dispatcher answers 24/7.",,"Specialist towing for luxury cars, motorcycles, EVs & RVs. Right truck, every time.",,No jump-starts or lockouts — professional towing only. CTTA certified specialists.,,Towing,Bay-Area,https://www.heavytowpro.com/towing
